,changed,Unique.ID,Continent,Species.Distribution,Status,cal.last.occurrence,X14C.last.occurrence,X14C.error,Order,FAMILY,Genus,Species,X,binomial.x,LogMass,Combined.Mass..g.,Comments,Reference,IUCN.status,comment,comment.1,Home.Range.Size,units.for.home.range.sizse,reference.for.home.range,binomial.y,trophic,ref.for.trophic,habitat.mode
4348,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus aztecus,NA_extant_Peromyscus aztecus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,aztecus,,Peromyscus aztecus,1.602,40,,66,,,,,NA,NA,Peromyscus aztecus,ginsect/frug ,t2,terr
4349,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus boylii,NA_extant_Peromyscus boylii,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,boylii,,Peromyscus boylii,1.329,21.35,,60,,,,,NA,NA,Peromyscus boylii,Frug,t2,terr
4350,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus bullatus,NA_extant_Peromyscus bullatus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,bullatus,,Peromyscus bullatus,1.602,40,,66,EN,,,,NA,NA,Peromyscus bullatus,ginsect/frug ,t2,terr
4351,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus californicus,NA_extant_Peromyscus californicus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,californicus,,Peromyscus californicus,1.639,43.533,,60,,,,,NA,NA,Peromyscus californicus,Frug/browse,t2,terr
4352,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus crinitus,NA_extant_Peromyscus crinitus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,crinitus,,Peromyscus crinitus,1.255,17.985,,60,,,,,NA,NA,Peromyscus crinitus,ginsect/frug/browse,t2,terr
4353,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus difficilis,NA_extant_Peromyscus difficilis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,difficilis,,Peromyscus difficilis,1.447,28,,60,,,,,NA,NA,Peromyscus difficilis,ginsect/frug ,t2,terr
4354,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus eremicus,NA_extant_Peromyscus eremicus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,eremicus,,Peromyscus eremicus,1.374,23.65,,60,,,,,NA,NA,Peromyscus eremicus,frug/ginsect/browse,t2,terr
4355,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus eva,NA_extant_Peromyscus eva,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,eva,,Peromyscus eva,1.342,22,,66,,,,,NA,NA,Peromyscus eva,ginsect/frug ,t2,terr
4356,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus furvus,NA_extant_Peromyscus furvus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,furvus,,Peromyscus furvus,1.519,33,,66,,,,,NA,NA,Peromyscus furvus,ginsect/frug ,t2,terr
4357,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus gossypinus,NA_extant_Peromyscus gossypinus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,gossypinus,,Peromyscus gossypinus,1.468,29.387,,60,,,,,NA,NA,Peromyscus gossypinus,ginsect/frug,t2,terr
4358,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus grandis,NA_extant_Peromyscus grandis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,grandis,,Peromyscus grandis,1.851,71,,66,LR,,,,NA,NA,Peromyscus grandis,ginsect/frug ,t2,terr
4359,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus gratus,NA_extant_Peromyscus gratus,NA,USA (New Mexico)_ Mexico (interior),extant,,NA,NA,Rodentia,Muridae,Peromyscus,gratus,,Peromyscus gratus,1.437,27.35,separated from P. truei in 1984)_ mass is that of P. truei,60,,,,,NA,NA,Peromyscus gratus,ginsect/frug,t2,terr
4360,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus guatemalensis,NA_extant_Peromyscus guatemalensis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,guatemalensis,,Peromyscus guatemalensis,1.602,40,,66,,,,,NA,NA,Peromyscus guatemalensis,ginsect/frug ,t2,terr
4361,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus gymnotis,NA_extant_Peromyscus gymnotis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,gymnotis,,Peromyscus gymnotis,1.602,40,,66,,,,,NA,NA,Peromyscus gymnotis,ginsect/frug ,t2,terr
4362,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus hooperi,NA_extant_Peromyscus hooperi,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,hooperi,,Peromyscus hooperi,1.556,36,,66,,,,,NA,NA,Peromyscus hooperi,ginsect/frug ,t2,terr
4363,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus leucopus,NA_extant_Peromyscus leucopus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,leucopus,,Peromyscus leucopus,1.326,21.175,,60,,,,,NA,NA,Peromyscus leucopus,ginsect/frug/browse,t2,terr
4364,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus levipes,NA_extant_Peromyscus levipes,NA,Mexico_ Guatemala_ El Salvador_ Hondura,extant,,NA,NA,Rodentia,Muridae,Peromyscus,levipes,,Peromyscus levipes,-999,-999,,-999,,,,,NA,NA,Peromyscus levipes,ginsect/frug ,t2,
4365,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus maniculatus,NA_extant_Peromyscus maniculatus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,maniculatus,,Peromyscus maniculatus,1.328,21.283,,60,,,,,NA,NA,Peromyscus maniculatus,Frug/ginsect,t2,terr
4366,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus mayensis,NA_extant_Peromyscus mayensis,NA,Guatemala,extant,,NA,NA,Rodentia,Muridae,Peromyscus,mayensis,,Peromyscus mayensis,-999,-999,,-999,EN,,,,NA,NA,Peromyscus mayensis,ginsect/frug ,t2,
4367,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus megalops,NA_extant_Peromyscus megalops,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,megalops,,Peromyscus megalops,1.821,66.2,,60,,,,,NA,NA,Peromyscus megalops,ginsect/frug ,t2,terr
4368,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus mekisturus,NA_extant_Peromyscus mekisturus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,mekisturus,,Peromyscus mekisturus,1.778,60,,66,VU,,,,NA,NA,Peromyscus mekisturus,ginsect/frug ,t2,terr
4369,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus melanocarpus,NA_extant_Peromyscus melanocarpus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,melanocarpus,,Peromyscus melanocarpus,1.771,59,,60,,,,,NA,NA,Peromyscus melanocarpus,ginsect/frug ,t2,terr
4370,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus melanophrys,NA_extant_Peromyscus melanophrys,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,melanophrys,,Peromyscus melanophrys,1.602,40,,66,,,,,NA,NA,Peromyscus melanophrys,ginsect/frug ,t2,terr
4371,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus melanotis,NA_extant_Peromyscus melanotis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,melanotis,,Peromyscus melanotis,1.598,39.6,,60,,,,,NA,NA,Peromyscus melanotis,ginsect/frug ,t2,terr
4372,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus melanurus,NA_extant_Peromyscus melanurus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,melanurus,,Peromyscus melanurus,1.602,40,,66,VU,,,,NA,NA,Peromyscus melanurus,ginsect/frug ,t2,terr
4373,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus merriami,NA_extant_Peromyscus merriami,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,merriami,,Peromyscus merriami,1.602,40,,66,,,,,NA,NA,Peromyscus merriami,Frug/ginsect,t2,terr
4374,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus mexicanus,NA_extant_Peromyscus mexicanus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,mexicanus,,Peromyscus mexicanus,1.513,32.6,,60,,,,,NA,NA,Peromyscus mexicanus,ginsect/frug ,t2,terr
4375,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus nasutus,NA_extant_Peromyscus nasutus,NA,Colorado_ Utah_ S. through New Mexico and trans pe os_ TX to NW Coahuila mexico,extant,,NA,NA,Rodentia,Muridae,Peromyscus,nasutus,,Peromyscus nasutus,1.447,28,,smithsonian book of NA mammals,,,,,NA,NA,Peromyscus nasutus,Frug/browse,t2,terr
4376,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus ochraventer,NA_extant_Peromyscus ochraventer,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,ochraventer,,Peromyscus ochraventer,1.602,40,,66,,,,,NA,NA,Peromyscus ochraventer,ginsect/frug ,t2,terr
4377,"Genus level change. Taxonomy possibilities are: RODENTIA Nesomyidae Dendromus oreas, RODENTIA Cricetidae Thomasomys oreas",NA_extant_Peromyscus oreas,NA,SW British Columbia_ W Washington,extant,,NA,NA,Rodentia,Muridae,Peromyscus,oreas,,Peromyscus oreas,1.391,24.58,,216,,,,,NA,NA,Peromyscus oreas,ginsect/frug ,t2,terr
4378,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus pectoralis,NA_extant_Peromyscus pectoralis,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,pectoralis,,Peromyscus pectoralis,1.591,39,,66,,,,,NA,NA,Peromyscus pectoralis,Frug/ginsect,t2,terr
4379,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus perfulvus,NA_extant_Peromyscus perfulvus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,perfulvus,,Peromyscus perfulvus,1.602,40,,66,,,,,NA,NA,Peromyscus perfulvus,ginsect/frug ,t2,terr
4380,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus polionotus,NA_extant_Peromyscus polionotus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,polionotus,,Peromyscus polionotus,1.112,12.95,,60,,,,,NA,NA,Peromyscus polionotus,Frug,t2,terr
4381,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus polius,NA_extant_Peromyscus polius,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,polius,,Peromyscus polius,1.602,40,,66,VU,,,,NA,NA,Peromyscus polius,ginsect/frug ,t2,terr
4382,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus simulus,NA_extant_Peromyscus simulus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,simulus,,Peromyscus simulus,1.602,40,,66,LR,,,,NA,NA,Peromyscus simulus,ginsect/frug ,t2,terr
4383,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus spicilegus,NA_extant_Peromyscus spicilegus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,spicilegus,,Peromyscus spicilegus,1.556,36,,66,,,,,NA,NA,Peromyscus spicilegus,ginsect/frug ,t2,terr
4384,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus stirtoni,NA_extant_Peromyscus stirtoni,NA,Guatemala_ El Salvador_ Honduras_ NC Nicaragua,extant,,NA,NA,Rodentia,Muridae,Peromyscus,stirtoni,,Peromyscus stirtoni,1.465,29.2,males:31.3_ 28.1_ female:28.2,81,,,,,NA,NA,Peromyscus stirtoni,ginsect/frug ,t2,terr
4385,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus truei,NA_extant_Peromyscus truei,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,truei,,Peromyscus truei,1.437,27.35,,60,,,,,NA,NA,Peromyscus truei,Frug,t2,terr
4386,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus winkelmanni,NA_extant_Peromyscus winkelmanni,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,winkelmanni,,Peromyscus winkelmanni,1.73,53.75,,264,LR,,,,NA,NA,Peromyscus winkelmanni,ginsect/frug ,t2,terr
4387,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus yucatanicus,NA_extant_Peromyscus yucatanicus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,yucatanicus,,Peromyscus yucatanicus,1.42,26.3,,60,,,,,NA,NA,Peromyscus yucatanicus,ginsect/frug ,t2,terr
4388,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Peromyscus zarhynchus,NA_extant_Peromyscus zarhynchus,NA,,extant,,NA,NA,Rodentia,Muridae,Peromyscus,zarhynchus,,Peromyscus zarhynchus,1.602,40,,66,VU,,,,NA,NA,Peromyscus zarhynchus,ginsect/frug ,t2,terr
4389,Unchanged taxonomy.,NA_extant_Peropteryx kappleri,NA,S Veracruz (mexico) to E brazil and Peru,extant,,NA,NA,Chiroptera,Emballonuridae,Peropteryx,kappleri,,Peropteryx kappleri,0.974,9.42,,153,,,,,NA,NA,Peropteryx kappleri,Ainsect,t2,volant
4390,Unchanged taxonomy.,NA_extant_Peropteryx macrotis,NA,Guerrero and Yucatan (Mexico) to Peru_ paraguay and s and E Brazil_ Trinidad and Tobago_ margarita Isl (venezuela)_ Aruba Isl (Netherlands Antilles)_ Grenada,extant,,NA,NA,Chiroptera,Emballonuridae,Peropteryx,macrotis,,Peropteryx macrotis,0.734,5.42,,153,,,,,NA,NA,Peropteryx macrotis,Ainsect,t2,volant
4391,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Phenacomys intermedius,NA_extant_Phenacomys intermedius,NA,,extant,,NA,NA,Rodentia,Muridae,Phenacomys,intermedius,,Phenacomys intermedius,1.401,25.2,,60,,,,,NA,NA,Phenacomys intermedius,Browse/frug,t2,terr
4392,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Phenacomys ungava,NA_extant_Phenacomys ungava,NA,Canada,extant,,NA,NA,Rodentia,Muridae,Phenacomys,ungava,,Phenacomys ungava,1.512,32.5,,smithsonian book of NA mammals,,,,,NA,NA,Phenacomys ungava,Browse/frug,t2,terr
4393,Unchanged taxonomy.,NA_extant_Philander opossum,NA,,extant,,NA,NA,Didelphimorphia,Didelphidae,Philander,opossum,,Philander opossum,2.875,749.998,,60,,,,,NA,NA,Philander opossum,Carn,t2,terr
4394,"Species name change. Listing all species in the genus: largha, vitulina",NA_extant_Phoca groenlandica,NA,N Atlantic and Arctic oceans from E Canada to the White Sea (Russia). ,extant,,NA,NA,Carnivora,Phocidae,Phoca,groenlandica,,Phoca groenlandica,5.079,120000,Added in by KJ and ME,68,,,,,NA,NA,Phoca groenlandica,piscivore/invert,wp,marine- births on land
4395,"Genus level change. Taxonomy possibilities are: SORICOMORPHA Soricidae Crocidura hispida, CHIROPTERA Nycteridae Nycteris hispida, CARNIVORA Phocidae Pusa hispida",NA_extant_Phoca hispida,NA,arctic ocean,extant,,NA,NA,Carnivora,Phocidae,Phoca,hispida,,Phoca hispida,4.959,90900,Added in by KJ and ME,68,,,,,NA,NA,Phoca hispida,piscivore/invert,wp,marine- births on land
4396,Unchanged taxonomy.,NA_extant_Phoca vitulina,NA,Kurile Isls and Kamchatka (Russia)_ south to Kiangsu (China)_ Alaska to Mexico_ Greenland and E Canada to NE USA_ Iceland_ Britain and Europe_ Seal Lakes_ Ungava Peninsula (Canada)_ Iliamna Lake_ Alaska (USA).,extant,,NA,NA,Carnivora,Phocidae,Phoca,vitulina,,Phoca vitulina,5,1.00E+05,Added in by KJ and ME,68,,,,,NA,NA,Phoca vitulina,piscivore/invert,wp,marine- births on land
4397,Unchanged taxonomy.,NA_extant_Phylloderma stenops,NA,S Mexico to SE Brazil_ Bolivia and Peru,extant,,NA,NA,Chiroptera,Phyllostomidae,Phylloderma,stenops,,Phylloderma stenops,1.73,53.675,,153,,,,,NA,NA,Phylloderma stenops,Frug,t2,volant
4398,Unchanged taxonomy.,NA_extant_Phyllostomus discolor,NA,Oaxaca and Veracruz (Mexico) to Guianas_ SE Brazil_ Paraguay_ N Argentina and Peru_ Trinidad_ Margarita Isl (Venezeula),extant,,NA,NA,Chiroptera,Phyllostomidae,Phyllostomus,discolor,,Phyllostomus discolor,1.57,37.19,,153,,,,,NA,NA,Phyllostomus discolor,Frug,t2,volant
4399,Unchanged taxonomy.,NA_extant_Phyllostomus hastatus,NA,Honduras to Guianas_ E Brazil_ Paraguay_ N Argentina and Peru_ Trinidad and Tabago_ Margarita Isl (Venezuela)_ Bolivia,extant,,NA,NA,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,,Phyllostomus hastatus,1.966,92.48,,153,,,,,NA,NA,Phyllostomus hastatus,Ginsect/carn,t2,volant
4400,Unchanged taxonomy.,NA_extant_Pipistrellus hesperus,NA,Washington to SW Oklahoma (USA) and baja California_ south to Hidalgo and Guerrero (Mexico),extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,hesperus,,Pipistrellus hesperus,0.568,3.7,,153,,,,,NA,NA,Pipistrellus hesperus,Ainsect,t2,volant
4401,Unchanged taxonomy.,NA_extant_Pipistrellus subflavus,NA,Nova Scotia_ s Quebec (Canada) and Minnesota (USA)_ south to Florida (USA) and Honduras,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,subflavus,,Pipistrellus subflavus,0.761,5.764,,153,,,,,NA,NA,Pipistrellus subflavus,Ainsect,t2,volant
4402,Unchanged taxonomy.,NA_extant_Platyrrhinus dorsalis,NA,Panama to Peru and Bolivia,extant,,NA,NA,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,,Platyrrhinus dorsalis,1.415,26,,153,,,,,NA,NA,Platyrrhinus dorsalis,Frug/ginsect,t2,volant
4403,Unchanged taxonomy.,NA_extant_Platyrrhinus helleri,NA,Oazaca and veracruz (mexico) to Peru_ Bolivia and Amazonia Brazil_ Trinidad. A paraguay record is error,extant,,NA,NA,Chiroptera,Phyllostomidae,Platyrrhinus,helleri,,Platyrrhinus helleri,1.13,13.5,,153,,,,,NA,NA,Platyrrhinus helleri,Frug/ginsect,t2,volant
4404,Unchanged taxonomy.,NA_extant_Platyrrhinus umbratus,NA,Panama_ N and W Colombia_ N Venezuela,extant,,NA,NA,Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,,Platyrrhinus umbratus,1.389,24.5,,153,,,,,NA,NA,Platyrrhinus umbratus,Frug/ginsect,t2,volant
4405,Unchanged taxonomy.,NA_extant_Platyrrhinus vittatus,NA,Costa Rica to Venezuela_ peru and Bolivia,extant,,NA,NA,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,,Platyrrhinus vittatus,1.617,41.4,,153,,,,,NA,NA,Platyrrhinus vittatus,Frug/ginsect,t2,volant
4406,"Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Cynomys mexicanus, RODENTIA Sciuridae Spermophilus mexicanus, RODENTIA Cricetidae Microtus mexicanus, RODENTIA Cricetidae Peromyscus mexicanus, RODENTIA Cricetidae Reithrodontomys mexicanus, RODENTIA Cricetidae Rheomys mexicanus, RODENTIA Erethizontidae Sphiggurus mexicanus, CHIROPTERA Molossidae Cynomops mexicanus, CHIROPTERA Vespertilionidae Corynorhinus mexicanus",NA_extant_Plecotus mexicanus,NA,Sonora and Coahuila to Yucatan (Mexico)_ Cozumel Isl (Mexico),extant,,NA,NA,Chiroptera,Vespertilionidae,Plecotus,mexicanus,,Plecotus mexicanus,0.886,7.7,,153,,,,,NA,NA,Plecotus mexicanus,Ainsect,t2,volant
4407,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Corynorhinus rafinesquii,NA_extant_Plecotus rafinesquii,NA,SE USA from virginia to missouri_ south to E Texas and Florida,extant,,NA,NA,Chiroptera,Vespertilionidae,Plecotus,rafinesquii,,Plecotus rafinesquii,0.958,9.08,,153,,,,,NA,NA,Plecotus rafinesquii,Ainsect,t2,volant
4408,"Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Spermophilus townsendii, RODENTIA Sciuridae Tamias townsendii, RODENTIA Geomyidae  Thomomys townsendii, RODENTIA Cricetidae Microtus townsendii, LAGOMORPHA Leporidae Lepus townsendii, SORICOMORPHA Talpidae Scapanus townsendii, CHIROPTERA Vespertilionidae Corynorhinus townsendii",NA_extant_Plecotus townsendii,NA,S British Columbia (Canada) through W USA to Oaxaca (Mexico)_ east to Virginia,extant,,NA,NA,Chiroptera,Vespertilionidae,Plecotus,townsendii,,Plecotus townsendii,0.997,9.92,,153,,,,,NA,NA,Plecotus townsendii,Ainsect,t2,volant
4409,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Podomys floridanus,NA_extant_Podomys floridanus,NA,,extant,,NA,NA,Rodentia,Muridae,Podomys,floridanus,,Podomys floridanus,1.489,30.8,habitat loss,60,VU,,,,NA,NA,Podomys floridanus,Frug,t2,terr
4410,Unchanged taxonomy.,NA_extant_Potos flavus,NA,,extant,,NA,NA,Carnivora,Procyonidae,Potos,flavus,,Potos flavus,3.477,3000,,75,,,,,NA,NA,Potos flavus,Frug,t2,arboreal
4411,Unchanged taxonomy.,NA_extant_Procyon lotor,NA,,extant,,NA,NA,Carnivora,Procyonidae,Procyon,lotor,,Procyon lotor,3.742,5524.971,,60,,,,,NA,NA,Procyon lotor,invert/piscivore,t2,terr
4412,Unchanged taxonomy.,NA_extant_Procyon pygmaeus,NA,,extant,,NA,NA,Carnivora,Procyonidae,Procyon,pygmaeus,,Procyon pygmaeus,3.398,2500,hunting_ habitat loss_ restricted range,66,EN,,,,NA,NA,Procyon pygmaeus,invert/piscivore,t2,terr
4413,Unchanged taxonomy.,NA_extant_Promops centralis,NA,Jalisco and Yucatan (Mexico) to Peru_ N Argtina and Surinam_ Trinidad,extant,,NA,NA,Chiroptera,Molossidae,Promops,centralis,,Promops centralis,1.421,26.37,,153,,,,,NA,NA,Promops centralis,Ainsect,t2,volant
4414,Unchanged taxonomy.,NA_extant_Pteronotus davyi,NA,NW Peru and N Venezuela to S Baja California_ S Sonora and Nuevo Leon (Mexico)_ Trinidad_ S Lesser antilles,extant,,NA,NA,Chiroptera,Mormoopidae,Pteronotus,davyi,,Pteronotus davyi,0.964,9.21,,153,,,,,NA,NA,Pteronotus davyi,Ainsect,t2,volant
4415,Unchanged taxonomy.,NA_extant_Pteronotus gymnonotus,NA,S Veracruz (Mexico) to Peru_ NE Brazil and Guyana,extant,,NA,NA,Chiroptera,Mormoopidae,Pteronotus,gymnonotus,,Pteronotus gymnonotus,1.159,14.425,,153,,,,,NA,NA,Pteronotus gymnonotus,Ainsect,t2,volant
4416,Unchanged taxonomy.,NA_extant_Pteronotus parnellii,NA,Peru_ Brazil_ Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico)_ Cuba_ Jamaica_ Puerto Rico_ Hispaniola_ Trindidad and Tobago_ Margarita Isl (venezuela)_ La Gonave Is (Haiti),extant,,NA,NA,Chiroptera,Mormoopidae,Pteronotus,parnellii,,Pteronotus parnellii,1.294,19.67,,153,,,,,NA,NA,Pteronotus parnellii,Ainsect,t2,volant
4417,Unchanged taxonomy.,NA_extant_Pteronotus personatus,NA,Colombia_ Peru_ brazil and Surinam to S Sonora and S Tamaulipas (Mexico)_ Trinidad,extant,,NA,NA,Chiroptera,Mormoopidae,Pteronotus,personatus,,Pteronotus personatus,0.94,8.708,,153,,,,,NA,NA,Pteronotus personatus,Ainsect,t2,volant
4418,Unchanged taxonomy.,NA_extant_Puma concolor,NA,,extant,,NA,NA,Carnivora,Felidae,Puma,concolor,,Puma concolor,4.713,51600.035,persecution,60,NT,,,,NA,NA,Puma concolor,Carn,t2,terr
4419,Unchanged taxonomy.,NA_extant_Rangifer tarandus,NA,,extant,,NA,NA,Artiodactyla,Cervidae,Rangifer,tarandus,reindeer_ caribou,Rangifer tarandus,4.935,86033.977,,60,,,,,NA,NA,Rangifer tarandus,graze/browse,t2,terr
4420,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Reithrodontomys brevirostris,NA_extant_Reithrodontomys brevirostris,NA,Costa Rica_ Nicaragua,extant,,NA,NA,Rodentia,Muridae,Reithrodontomys,brevirostris,,Reithrodontomys brevirostris,1.111,12.9,,76,,,,,NA,NA,Reithrodontomys brevirostris,Frug,t2,terr
4421,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Reithrodontomys burti,NA_extant_Reithrodontomys burti,NA,,extant,,NA,NA,Rodentia,Muridae,Reithrodontomys,burti,,Reithrodontomys burti,1.301,20,,66,,,,,NA,NA,Reithrodontomys burti,Frug,t2,terr
4422,Genus and species name match. Likely taxonomy is RODENTIA Cricetidae Reithrodontomys chrysopsis,NA_extant_Reithrodontomys chrysopsis,NA,,extant,,NA,NA,Rodentia,Muridae,Reithrodontomys,chrysopsis,,Reithrodontomys chrysopsis,1.279,19,,66,,,,,NA,NA,Reithrodontomys chrysopsis,Frug,t2,terr
